,title,text,subject,date,class
438, Hardcore Conservative Republican Senator BLASTS Trump’s Decision To Kill DACA,"Donald Trump s decision to end the Deferred Action for Childhood Arrivals program (DACA) is so toxic that even one of his most hardcore conservative Republican supporters in the Senate opposes it.It s safe to say that Oklahoma Senator James Lankford is one of Trump s most ardent supporters. After all, Lankford votes with Trump s position nearly 96 percent of the time, and he backed Trump during the 2016 Election.But Lankford is breaking with Trump when it comes to killing DACA.DACA was put in place by President Obama to help children who were brought to the United States by their parents. America is where they grew up and it is the only home they have ever really known. DACA was created to give them a path to citizenship and over 800,000 have applied.Deporting these people is heartless, especially since they would be deported to countries they have never really lived in.Trump s decision to end DACA has been criticized by Republicans and Democrats alike, and has drawn outrage from the American people. Trump s racist supporters, of course, support his decision.But some Republicans, like Lankford, oppose it. It is right for there to be consequences for those who intentionally entered this country illegally,  Lankford said in a statement.  However, we as Americans do not hold children legally accountable for the actions of their parents. We must confront the nation s out-of-date immigration policy and finally resolve the issues of strong border enforcement and merit immigration,  Lankford continued.  Policy reform must come from the American people through Congress. The Legislative and Executive Branch should put aside passivity and partisanship and finally modernize our immigration laws. That s nice, but if Lankford really supports DACA he will put his money where his mouth is and introduce a bill to enshrine it in law. Anything less would reveal his statement to be a lie designed to save his own ass from the wrath of voters who oppose Trump s decision.Trump intends to make an official announcement on Tuesday. Let s hope the outrage and opposition are enough to make him change his mind.Featured image via Ron Sachs   Pool/Getty Images",News,"September 4, 2017",0
439," Despicable Trump Announces An End To DACA, Will Kick 800,000 Kids Out","We always knew that Donald Trump was a heartless bastard. However, he just decided to leave no doubt about that fact in the minds of the American people, as the orange one has decided to end the Deferred Action for Childhood Arrivals (DACA), which is an Obama-era program that protects children who arrived in the United States illegally when they were very young from deportation. The announcement came late Sunday night, as millions of people waited anxiously to see what the fate of their family members and friends   and for DACA recipients, themselves   would be.According to Politico, Trump will phase the program out within six months, leaving 800,000 DACA recipients subject to immediate deportation. It seems that the six month waiting period to start deporting DACA recipients, also known as DREAMERS, is to give Congress time to solve the problem of undocumented children themselves. The argument seems to be that a lot of people in Trump s orbit believe that immigration policies like DACA are the job of lawmakers, not the president, and therefore President Obama had no right to do what he did for the DREAMERS.This all comes as many lawmakers   including many Republicans   have said that Trump should leave the DACA kids alone. After all, these are people who know no other home, who came here as very small children and are Americans in every way except on paper. They literally have nowhere to go if Trump and his goons deport them.Now, it should be noted that this is not an official announcement and that it came from White House sources with knowledge of the upcoming announcement who spoke to Politico reporters. Since Trump is impulsive and unpredictable, there is still time for all of this to change. Hopefully, Congress will do something during the six-month window, rendering this awful decision moot.Anyone who thought this administration wouldn t be on a mission to destroy the lives of millions of people was completely deluded. We now see that Team Trump is on their way to making America into their fever dream of a white ethnostate   or as close to it as they can come. That s what you get when dumb people decide it would be a great idea to have a racist run the country.Featured image via screen capture from Twitter",News,"September 3, 2017",0
440," Republican Panics On Live TV, Can’t Say Trump Is Capable Of Handling North Korea (VIDEO)","Donald Trump s credibility and  power  has become such a joke that not even members of his own party have any faith in him to deal with the current issues that America is facing.On Sunday, Republican Sen. Jeff Flake (R-AZ) unintentionally showed everyone just how little the GOP believes in Trump when he couldn t force himself to say that Trump could handle the current nuclear crisis the United States is facing with North Korea. In an interview with CNN s Dana Bash, Flake was put on the spot about how capable Trump is (and isn t). Bash asked Flake: Senator, there are a lot of people waking up this morning in this country very concerned about what they re hearing from North Korea. Do you share Clapper s concern, not just about North Korea, but with the president s ability to respond? Flake couldn t give a straight answer. He said: Well, I   I do have good confidence in our national security team and those who are advising the president. And the president does not have experience in this   in this kind of situation, but few presidents do when they come into office. And I m confident that the people around the president are giving him good advice, and I believe that he will follow it. I sure hope he does. Obviously, you like a leader that s measured and sober and consistent. Our allies want to hear that. I think our adversaries need to hear that. But we have got a good team around the president. Bash was quick to put Flake on the spot and point out that he hadn t actually said that Trump could handle this matter. Bash pressed,  Senator, you talked there about the president s team, but not about the president himself. Are you concerned about the president himself, as James Clapper is? Flake continued to stumble through this interview: Well, like I said, no president comes in prepared with regard to foreign policy experience. That s why you have a good team around them. I have had my concerns, I think everyone has, at some of the statements that have been made by the president with regard to NATO and other areas in foreign policy. Like I said, I think we   we want somebody who is   who is measured and sober and consistent and conservative in this regard. But he has a good team around him, and I have confidence in them. This is absolutely humiliating for Trump. Not only was his Defense Secretary, James Mattis, sent out earlier today to deliver a public statement on North Korea in his place, but now a member of his own party practically said Trump isn t capable of handling North Korea. Flake refused to support Trump and say he was a competent president, and instead opted to talk about the experts surrounding him.You can watch Flake humiliate Trump below:Featured image via screenshot",News,"September 3, 2017",0
441, Defense Secretary Mattis Speaks Over Incompetent Trump’s Threats To North Korea (VIDEO),"Earlier today, Donald Trump once again disgraced the United States by demonstrating his incompetence with empty threats to North Korea   via his Twitter account. Showcasing his inability to handle a crisis, Trump tweeted that he would meet with his military experts and could only say  we ll see  when he was asked about his plans to attack North Korea.Further proving that no one in his administration takes him seriously, Defense Secretary James Mattis was sent out to give a more powerful statement on North Korea, outshining his own boss  threats. In a statement, Mattis warned North Korea that the United States military would certainly respond to any threat. Mattis said: Any threat to the United States or its territories, including Guam, or our allies will be met with a massive military response, a response both effective and overwhelming. Mattis also urged North Korea to listen to the UN Security Council: All members unanimously agreed on the threat North Korea poses and they remain unanimous in their commitment to the denuclearization of the Korean peninsula. We are not looking to the total annihilation of a country, namely North Korea, but as I said we have many options to do so. Of course, the reason Mattis had to make this statement in the first place is because no one can believe a word that Trump says. Even eight months into his presidency, Trump has managed to destroy every ounce of credibility he might have had, and many of the tasks he should be doing are now falling on the shoulders of his more capable administration members. No one takes him seriously, so he needs to send others to make statements for him.You can watch Mattis cover for his boss in the video below:Defense Secretary James Mattis:  Any threat to the United States   will be met with a massive military response  https://t.co/7WzbWvGoIK  CNN Politics (@CNNPolitics) September 3, 2017Featured image via Drew Angerer/Getty Images",News,"September 3, 2017",0
442, Trump Administration Is Already Talking About Withholding Harvey Aid,"On the National Day of Prayer, Donald Trump lashed out at South Korea and North Korea, while his administration wants Congress to attach aid for victims of Hurricane Harvey to a bill that would increase the federal debt limit. So, Trump is now at war with an influential group of House conservatives who have warned GOP leaders not to connect the two funding initiatives. This move might cause a looming conservative uprising. Usually, with Republicans, they want a debt limit increase tied to spending cuts but now, with an entire city underwater and thousands in shelters and at least 45 dead, Conservatives will have to battle it out.On Sunday, Treasury Secretary Steven Mnuchin said that he and the former reality show star believe that raising the U.S. debt limit, which Congress must do within the next few weeks in order to avoid defaulting on its bills, should be tied to disaster relief funding for Hurricane Harvey. Without raising the debt limit I m not comfortable that we d get the money we d need this month to Texas,  Mnuchin said on  Fox News Sunday. Treasury Secretary Steven Mnuchin revealed the administration s approach Sunday morning when he was asked whether the White House could guarantee that funding for the disaster would not be attached to the fight over the debt ceiling. No, I can t. Quite the contrary,  Mnuchin said, adding,  The president and I believe that it should be tied to the Harvey funding. Watch:NEW: Sec Mnuchin tells Chris Wallace on @FoxNewsSunday that if the debt limit isn't raised, it will interfere w/ the #Harvey relief effort. pic.twitter.com/EfxtOowH8C  Pat Ward (@WardDPatrick) September 3, 2017Mnuchin warned of a delay in recovery funding for Texas if the debt ceiling is not raised, according to the Washington Post. Our first priority is to make sure that the state gets money, it is critical, and to do that we need to make sure we raise the debt limit,  he said.  Without raising the debt limit, I m not comfortable that we will get the money that we need this month to Texas to rebuild. In 2011, congressional Republicans brought the country to the brink of default after refusing to raise the debt ceiling unless Democrats agreed to a series of future spending cuts. And now, Conservatives and Republicans will have to slap fight each other in order to get aid to Texas.Featured image via Alex Wong/Getty Images",News,"September 3, 2017",0
443," Trump ‘Cherished’ Letter Obama Left Him When He Took Over, Then Did The Opposite Of What It Said","It has become customary for a president, upon leaving the office to the next holder of the title, to leave a note of encouragement. Different presidents, of course, have done it differently. Back in 1992, George H. W. Bush left Bill Clinton a note that famously said  I am rooting hard for you. Good luck.  Clinton likewise left one for the elder Bush s son, as George W. did for Barack Obama.But when Obama quietly folded his letter and placed it in a drawer in the Resolute Desk, it contained more than just platitudes and well wishes. In addition to being twice as long   Obama is a speaker, after all   it was filled with not only an account of how powerful a position it is, but also advice on how to handle the job with grace and humilityAlthough Trump has never publicly read the letter aloud, he has often spoken of how much he cherishes it, when he s not busy tweeting about what a horrible president Barack Obama was. Now CNN has obtained a copy of the letter from a person that Trump once showed it to:Exclusive: In the letter Obama left for Trump on Inauguration Day, he lays out four points of advice. Read it here: https://t.co/NLczJTxyaz pic.twitter.com/ttqXGx6TxK  CNN Politics (@CNNPolitics) September 3, 2017Some highlights:It s up to us to do everything we can (to) build more ladders of success for every child and family that s willing to work hard.It s up to us, through action and example, to sustain the international order that s expanded steadily since the end of the Cold War, and upon which our own wealth and safety depend.[W]e are just temporary occupants of this office. That makes us guardians of those democratic institutions and traditions   like rule of law, separation of powers, equal protection and civil liberties   that our forebears fought and bled for. Regardless of the push and pull of daily politics, it s up to us to leave those instruments of our democracy at least as strong as we found them.As you can see, President Obama left Trump with a lot of advice he has definitely not followed. From Trump s sustained focus on repealing his predecessor s signature health care bill to his determination to cut social spending in order to fund more tax cuts for the wealthy, he hasn t built any ladders of success. In his constant tweets threatening North Korea and belittling China, Mexico, and even allies like Australia and Germany, Trump hasn t done much for  international order. But on the last few points, Trump has failed spectacularly. He has zero respect for the rule of law or separation of powers, and has proven himself an enemy of equal protection and civil liberties.President Obama s letter couldn t have surfaced at a more perfect time to highlight the differences between the man we got used to seeing handle disasters, terrorism, tragedies, and diplomacy humbly and the man-child who scoffs now at even the most common social norms.If only it had been a set of rules.Featured image via Chip Somodevilla/Getty Images",News,"September 3, 2017",0
444, WATCH: Kellyanne Conway’s Latest Gushing About Trump Will Make America Vomit,"The wicked witch of the White House makes America sick again.As we all know, Donald Trump botched his first visit to Texas in the aftermath of Hurricane Harvey by basically holding a rally and bragging about himself without once talking to a victim of the storm or surveying the devastation first-hand.And Trump s do-over trip was just as embarrassing and divisive as he praised the Coast Guard before attacking the media and bragging about his hand size.But Kellyanne Conway thinks all of that adds up to Trump uniting the country.During an appearance on Fox & Friends on Sunday, Conway gushed about Trump s visit to Texas and bragged about his pledge of $1 million to Harvey victims after Abby Huntsman incorrectly claimed that Trump s recent most recent trip has not been criticized by the media. That s what s so significant here, that the president and first lady felt compelled to donate $1 million of their own money, felt compelled to visit twice, to really spend the time yesterday, engage people, look them in the eye,  Conway said.The only reason why Trump visited a second time is because he f*cked up his first visit so badly. This is the Donald Trump that so many of us know and are privileged to work with and to know very close and personal,  Conway continued.And we all that s complete bullshit because Trump is a vindictive narcissist who only cares about himself. He has proved that time and time again.Furthermore, that $1 million pledge is merely a pledge. He actually hasn t donated a penny yet. And he probably won t since the foundation he uses to donate other people s money to charities is under investigation. Trump won t spend his own money to help those in need.But Conway wasn t done making America puke. She claimed that Trump is uniting the country by helping people who didn t vote for him as if to suggest that he doesn t have to help people who didn t support him in 2016. We look at them as our brothers and sisters in need who are suffering,  Conway said.  But this man is somebody who has always expressed the capacity and compassion for people in need. Is everyone done laughing yet? Because we all know Trump has zero compassion for anyone. He lacks the capacity to care about others. He only cares about himself and his image. Again, the only reason he went back to Texas a second time is because he refused to take the time to visit victims the first time around. Now he is busy using the victims as props so he can claim to give a damn.Conway then attacked the media for criticizing Trump, despite Huntsman claiming that there was no criticism of this second trip. They look so peevish and so small,  Conway said.  People are saying he missed an opportunity to unify the country. They are doing exactly that here. And also getting people   meeting their needs of food, water, and shelter at the same time. Let s unify as a country beginning with the president. Here s the video via YouTube. The relevant remarks begin at the 5:30 mark.Donald Trump did not unify the country by going to Texas. If anything, he divided it even further by botching his first visit and then attacking the media during his second visit. He couldn t even control himself at a time when petty grievances should be put aside. Kellyanne Conway should be ashamed of herself. And so should Abby Huntsman.Featured Image: Screenshot",News,"September 3, 2017",0
445, Trump STUPIDLY Attacks A Major U.S. Ally Before Threatening North Korea With War,"If Donald Trump drags us into war with North Korea, it could be without the help of our most important ally in the region.South Korea is a critical ally since the country sits just below North Korea. South Korea not only serves as a base for our troops and any strike we launch against Kim Jong-Uu, it would provide logistical and military support.Defeating North Korea requires strong allies and cooperation. But Trump may have just ruined that with a Twitter tantrum on Sunday morning.First, Trump took a shot at China. Then he tweeted out what amounts to an  I told you so  and accused South Korea of appeasing North Korea. Then he threatened war with North Korea.North Korea has conducted a major Nuclear Test. Their words and actions continue to be very hostile and dangerous to the United States ..  Donald J. Trump (@realDonaldTrump) September 3, 2017..North Korea is a rogue nation which has become a great threat and embarrassment to China, which is trying to help but with little success.  Donald J. Trump (@realDonaldTrump) September 3, 2017South Korea is finding, as I have told them, that their talk of appeasement with North Korea will not work, they only understand one thing!  Donald J. Trump (@realDonaldTrump) September 3, 2017Trump s attack on South Korea comes just a day after he instructed his staff to prepare to withdraw from the South Korea trade deal, another move that antagonizes one of our closest allies at a time when we need them the most.So just to recap, China has warned Trump not to attack North Korea and now he has antagonized South Korea.America is running out of allies in Asia. And it s all because Donald Trump is a terrible leader who thinks being a bully works better than diplomacy and cooperation. Americans better get ready for nuclear war because Trump is going to start one.Featured image via Sean Rayford/Getty Images",News,"September 3, 2017",0
446, Trump Stops Praising Coast Guard’s Harvey Efforts To Viciously Attack The Media (VIDEO),"Donald Trump has now become well known for his completely inappropriate tendency to disrespect those who should be honored. We ve seen it numerous times in Trump s efforts to congratulate and honor members of the military, and we witnessed it again earlier today.On Saturday, Trump visited Houston, Texas to assist a Hurricane Harvey relief effort. While he was there, Trump attacked the media several times   but the most notable one was the incident that happened at the expense of the Coast Guard.In speaking with military officials and first responders who were responsible for saving lives in Texas, Trump couldn t help himself from going after the free press. Trump congratulated the Coast Guard, right before uttering this disgusting attack while pointing directly at the cameras: I hear the Coast Guard saved almost 11,000 people by going into winds the media would not go into. They will not go into those winds unless it s a really good story, in which case they will. For someone who wants the media to be nicer to him and protect his fragile ego, Trump sure doesn t know how to behave himself. The hilarious thing about what Trump just said is that several members of the media did far more to help Harvey victims than Trump did. If he would turn off Fox News for a second and actually pay attention to real news, he would have known that several media figures were helping the Coast Guard and other first responders in their relief efforts. There have even been several documented instances in which reporters directly assisted Harvey victims WHILE they were working. But of course, we can t expect Trump to take the high road   ever. You can watch Trump disrespect the Coast Guard and the free press below:Pres. Trump praises Coast Guard for saving people  by going into winds that the media would not go into unless it s a really good story.  pic.twitter.com/YFfQ5NJmAY  ABC News Politics (@ABCPolitics) September 2, 2017Featured image via Win McNamee/Getty Images",News,"September 2, 2017",0
447, Trump Trolls Turn On GOP Moderates: ‘You’re Gonna Get Primaried’,"Believe or not,  moderates  do exist in the Republican Party. To those of us on the left, they hardly seem moderate, but they certainly aren t like, say, the Ted Cruz s of the world. In the House of Representatives, they even have a name. They call themselves the Tuesday Group. And since Donald Trump took office, it has been Republicans from that group who have been pushing back the hardest on Trump s more extreme and cruel policies. To that end, it should come as no surprise that Trump s band of trolls in his base are threatening the people in the Tuesday Group with primary challenges in 2018.At the top of the Trump trolls  list of targets is Tuesday Group co-chair Charlie Dent (R-PA). They re letting Rep. Dent know that his days are numbered in the most public of ways   by holding a huge event where they blasted their warnings to him from a park in Allentown, Pennsylvania. Adam Gingrich, who gives political advice to hard right politicians said to Dent: You re gonna get primaried. This particular rally is just the beginning. These people seem to be ready to primary anyone who has been critical of Trump and his agenda from the right. There s just one problem with that, though: They don t seem to understand some of these districts. In a place like Pennsylvania, Ted Cruz-style policies will not fly. These people have to be more moderate than say, members of the ultra conservative Freedom Caucus or they don t get elected and re-elected. There s that, and the fact that most of them seem to at least be attempting to appear reasonable. Despite these facts, though, word has leaked out that Trump himself went after Rep. Dent in a private rant, saying that Dent is destroying the Republican Party. So, as they are likely to do, the Trump Trolls came out in force on Friday in order to back their orange man up. Northampton County GOP Chairwoman Gloria  Lee  Snover said of Rep. Dent: I looked Charlie Dent in the eye and I saw the swamp. In times past, I ve supported Charlie Dent as the only alternative. But now, with his disregard and disrespect to my president   I will no longer be able to support Congressman Dent. For the first time, we finally are going to have primary challengers we can get behind. So, in other words, fall in lockstep with Trump or get out. Rep. Dent, to his credit, is pushing back, though. He says of the situation: I have repeatedly made it clear that on issues such as reforming the VA, making the regulatory environment more reasonable, improving America s infrastructure, providing necessary funding to help meet the needs of our military and spurring economic growth, I will work constructively and supportively with President Trump. At the same time. I am not a sycophant. If the president errs on issues that are important to the people of the 15th, or for the entire country, I will continue to state my opinions respectfully and civilly. The best part of this is that it could be a huge gift to Democrats. Pennsylvania is a swing state that, until 2016, always went blue. Therefore, the idea of a hard right conservative being elected there is pretty out there. We can t rule it out, of course, but if the GOP spends all of its times fighting with itself and the Democrats unify around one candidate, we win.Get it together, Democrats. Here are a whole bunch of seats we could possibly win simply because Trump Trolls can t abide a GOP lawmaker who isn t licking Trump s boots 24/7.Featured image via Chip Somodevilla/Getty Images",News,"September 2, 2017",0
448, It’s Become Obvious Trump Is Filming PR Video With Hurricane Shelter Visit (VIDEO),"One thing is for certain when it comes to Donald Trump s *presidency, he s failing miserably and his approval rating is reflecting exactly that. According to Gallup Daily, Trump s approval rating has plummeted to 34% with 61% of the country disapproving of the job Trump is doing.via GallupWhat better way to make himself at least look like he s doing a good job than to appear to be helping the people of Texas after Hurricane Harvey. Of course, he could just go and help, but it appears that he s brought along quite the press team and perhaps even a video production team to record his actions.Watch the video here:WATCH: President Trump loads a man s pickup truck with supplies in Houston https://t.co/GDf559LNXI  NBC News (@NBCNews) September 2, 2017Don t be surprised that if in the coming days we see a PR video come out on Trump s Twitter feed that will show all the  good work  Trump is doing for the people of Texas. And of course, people will fall for it, as they fall for most of his schtick. However, it s clear he s trying to rebound from a dismal approval rating that continues to sink fast. Pretty sad that he s going to such great lengths to make it look like he s doing a good job. He could, you know, actually do a good job. But that s unlikely.(*pending ongoing investigations into Russian meddling in the 2016 election)Featured image via video screen capture",News,"September 2, 2017",0
449," Trump Brags About Hand Size While At Hurricane Shelter, And It’s Beyond Weird (VIDEO)","It s more than clear that Donald Trump is very proud of himself for visiting Texas for the second time after Hurricane Harvey. He s made sure to post videos of himself arriving, and the press is swarming him while he visits shelters housing displaced hurricane victims. Optics really are the best, right? Especially for plummeting approval ratings.However, in a very weird moment, the camera caught Trump talking about his hand size. That s right, Trump shouted: My hands are too big! Here s the video:Trump yells  my hands are too big! Not sure who he is talking to. pic.twitter.com/XpRsbRlhCc  Judd Legum (@JuddLegum) September 2, 2017Weird right? It s not really clear why he would say such a thing, or who he was saying it to. However, there he was, in the middle of a hurricane shelter, seemingly bragging about the size of his hands.If you re unaware, the size of Trump s hands has been an ongoing joke ever since the presidential race. The gag is that he has really tiny hands, or at least that s how rumor has it. So, overcompensating, he bragged about his hands then, and he s clearly still making sure people think his hands are plenty big enough for whatever it is he is doing at that shelter.Nonetheless, it s still weird and unnecessary to make sure he says such a thing on camera. He doth protest too much.Featured image via video screen capture",News,"September 2, 2017",0
450, ‘Responsible Gun Owner’ Pulls Weapon On Woman In Argument Over School Supplies,"A Michigan woman decided to defend against tyranny? when she and another shopper couldn t agree over who got to buy the last notebook on the shelf at the Novi Towne Center store.According to ABC 13, the brawl   yes, brawl    involved two Farmington Hills residents, ages 46 and 32, and a mother and daughter from South Lyon, ages 51 and 20. In other words, these were all grown adults who should have known better but hey   there was only one notebook on the shelf, and we ve all seen what happens in those post-apocalyptic movies when a store is down to the last gallon of milk, right?Two of the women, one of whom was the unnamed 20-year-old, reached for the notebook at the same time. The 46 and 32-year-olds apparently decided that she wasn t getting their goddamn notebook and began pulling her hair.Then, because this had almost hit peak  trailer park,  the 20-year-old s mother decided to go for bonus points by pulling out her gun. Fortunately, someone pushed her aside before she could do any harm.This is one of the NRA s  responsible gun owners  (conservatives can t dismiss this one, as it is confirmed that she is a concealed carry permit holder)   ready to leap into action at the most minor sign of danger and make things worse by turning the situation potentially deadly.Watch it happen below:Featured image via screengrab",News,"September 2, 2017",0
451, Russian TV Host Just Admitted Russia Elected Trump,"While in the United States, Special Investigator Robert Mueller is in the midst of making the case that Russia interfered with our election, there are apparently no questions about it in Russia. A television host for Russian state television admitted that they, as in Russians, elected Trump. The host isn t happy with the decision, either.#Russia s state TV host pours more gas on the fire, saying:  So why did we elect such a President? Audience claps.https://t.co/SE8PZkkxup  Julia Davis (@JuliaDavisNews) September 1, 2017It gets worse for Trump. The host compared the reality star to a baby.#Russia s state TV:  Trump is a political infant, who is being severely swaddled.  Female host adds:  and placed into geopolitical coffin.  pic.twitter.com/xFx7Vn3Rd0  Julia Davis (@JuliaDavisNews) September 1, 2017If you understand Russian, here s the entire show:Source: https://t.co/tAcnYuhNZz  Julia Davis (@JuliaDavisNews) September 1, 2017Twitter users were stunned at the admission:Yeah, I know, but confirmation of interference out in the open & on camera? Seriously wondering why anyone in RU would do that on purpose.  Shelly (@Aargh4Shelly) September 1, 2017Sounds like buyers remorse.  Eric Mullen (@emullensemperfi) September 1, 2017They know the bought a lemon ? Well in this case more like an rotten Orange ?  Indigo1 (@Indigo1_) September 1, 2017 We .  Susan Kimmel Wright (@SKimmelWrites) September 1, 2017If only Russia asked us before they put him in office. ?  Destiny Reel (@DestinyReelly20) September 1, 2017hey trumpers, do you all believe in saintly russia still? they re turning on their pet project and you went along ignorantly, willingly #sad  elizabeth (@ebishopphoto) September 1, 2017Did #Russians elect #Trump? Well, I understand what is going on. Popov is drunk.  Zakir Zakirov (@zakir_zakirov) September 1, 2017There s a lot of dismay at the fact that Russian TV would admit to installing a puppet president, right in front of a potential world audience, but the fact is that they don t care. They have nothing to lose by the truth coming out, except for Trump s loyalty, which they are increasingly seeing as irrelevant, simply because he s such a doofus and completely ineffective. The worst that will be done to Russia is more sanctions.Featured image via Handout/Getty Images",News,"September 2, 2017",0
452, Matt Damon Just Revealed A HUGE Secret About How Narcissistic Trump Really Is,"Donald Trump is an insane narcissist. We all know that. However, actor Matt Damon just revealed just how bad Trump s narcissism is   and it is positively frightening when it comes to such a person having the nuclear codes. As we re all well aware, Donald Trump owns bunches of gaudy buildings around the world. Since they are so unusual, it s only natural that they could be great locations for shooting movies. However, with Trump being Trump, there was a crazy catch that showed just how much of a narcissistic bully the orange man that is currently squatting in the Oval Office is.Apparently, in order to have access to Trump s buildings for the purpose of filming, directors were forced to allow Trump to have a part in whatever was being filmed. Damon says of this bizarre detail: The deal was that if you wanted to shoot in one of his buildings, you had to write him in a part. Martin Brest had to write something in  Scent of a Woman    and the whole crew was in on it. You have to waste an hour of your day with a bullshit shot: Donald Trump walks in and Al Pacino s like,  Hello, Mr. Trump!    you had to call him by name   and then he exits. You waste a little time so that you can get the permit, and then you can cut the scene out. But I guess in  Home Alone 2 they left it in. Damon went on to express dismay at the way Trump is running the nation and says of Special Counsel Robert Mueller and his investigation into the Russian hacking that took place in the 2016 election: [H]opefully his investigation is going smoothly. He can t wrap things up soon enough, as far as I m concerned. Damon also had quite a few things to say about Trump s white supremacist fan boys: [T]o see these young, aggrieved, white boys walking with their torches and screaming  Jews will not replace us!  It was just shocking. Then the night that the president [made his]  many sides  comment was absolutely abhorrent. Matt Damon is right on all accounts. It is shocking. Everything that is happening is shocking, and not in a good way. Donald Trump is destabilizing our democracy right before our very eyes, and the people in a position to do something about it will do nothing. Hopefully, Mueller finishes up soon, and we get rid of these people post haste.Featured image via Bill Pugliano/Getty Images",News,"September 1, 2017",0
453, Very Suspicious Smoke Is Billowing Out Of Closing Russian Consulate,"During an uncharacteristically blistering hot day, San Francisco residents noticed a surprising sight on Friday morning. There was smoke spewing out of the Russian Consulate that s scheduled to close and it s something Special Investigator Robert Mueller might want to look into.Temperatures on Friday barely escaped triple digits and it was a Spare the Air day in San Francisco, meaning that residents weren t allowed to burn their fireplaces (as if they d want to). Still, neighbors and the fire department were surprised to see black smoke coming from the chimney at the Russian Consulate.When the fire department arrived at the scene, they were turned away after allegedly being told that there wasn t a problem and that they were burning unidentified items in a fireplace.Mindy Talamadge, a spokeswoman from the San Francisco Fire Department, said the department received a call about the smoke and sent a crew to investigate but determined the smoke was coming from the chimney. They had a fire going in their fireplace,  she said.Talmadge said she did not know what they were burning on a day when normally cool San Francisco temperatures had already climbed to 95 degrees by noon. It was not unintentional. They were burning something in their fireplace,  she said.Source: SF ChronicleRemember, this is the consulate that Donald Trump ordered closed in retribution for Vladimir Putin s kicking diplomats out of Russia. Saturday is the deadline for the consulate to be closed.While the closure of the consulate and two diplomatic annexes might sound like a strong stance against Russia, it s a token measure, at best. Not a single diplomat is being kicked out of the country and the main consulate in Washington, D.C. will remain open.Saturday is the deadline for the oldest Russian consulate in the United States to close its doors. According to Russian propaganda Times, U.S. security services are set to search the facility on Saturday and it certainly appears that there s something in the San Francisco consulate that the Russians don t want Americans to find, or perhaps there s something that Trump doesn t want Americans to find.Update: Smoke was also seen outside the Russian consulate in Washington, D.C.EXCLUSIVE: Here's the fire in back of about to-be-closed DC Russia trade rep building. @janawinter on the scene. pic.twitter.com/oKoKX2OIBv  Foreign Policy (@ForeignPolicy) September 1, 2017 Featured image via Justin Sullivan/Getty Images",News,"September 1, 2017",0
454, Ex-DOJ Lawyer Just Dropped The Most Depressing Truth Bomb About The Trump Administration,"While most Americans are aware that Donald Trump has full intentions of undoing much of the country s progress and taking us backwards in history, it s an entirely different thing to hear it from a professional.Vanita Gupta, the former acting head of the Justice Department s civil rights division, had served under former POTUS Barack Obama and has made some very depressing remarks based on her experience with Obama s administration and Trump s. In an interview with the Washington Post, Gupta said she s been shocked by Trump s  anti-civil rights agenda : I have a severe case of whiplash, not just from being at the Justice Department, but also, quite honestly, from being a civil rights lawyer my whole life. I just have never seen an administration in my lifetime that has been so intent on pursuing an anti-civil rights agenda. That s a frightening remark to hear from a civil rights lawyer. The bigotry that has taken over the government under Trump isn t hard to miss, but a reminder like this does not make it easier to swallow. Fortunately, Gupta believes that Americans are the ones who will ultimately keep the country true to its values.Gupta is now championing The Leadership Conference on Civil and Human Rights, and she says that even though the Trump administration is signaling a downward spiral for human rights, she has hope due to the resistance to Trump s attempts to destroy America s progress. She said: I am heartened by the level of energy that exists in communities around the country that are pushing back. I don t think any of us who believe in our country and in American ideals are gonna give up and kind of just throw our hands up and cower into a corner. You can listen to her interview below:Featured image via Drew Angerer/Getty Images",News,"September 1, 2017",0
